Season,ranker,name_display,player_id,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards
2020,15,Jake Oldroyd,jake-oldroyd-1,BYU,Ind,11,60,62,96.8,13,13,100.0,99,
2020,16,Kenneth Almendares,kenneth-almendares-1,Louisiana,Sun Belt,6,23,23,100.0,5,5,100.0,38,
2020,17,Marshall Meeder,marshall-meeder-1,Central Michigan,MAC,6,16,17,94.1,8,8,100.0,40,
2020,18,Matthew Phillips,matthew-phillips-2,Arkansas,SEC,1,0,0,,1,1,100.0,3,
2020,19,Michael Hayes,michael-hayes-4,Georgia State,Sun Belt,10,4,4,100.0,1,1,100.0,7,
2020,20,Rory Bell,rory-bell-1,Temple,American,5,3,4,75.0,5,5,100.0,18,
2020,21,Stephen Johnson,stephen-johnson-9,Oklahoma,Big 12,5,8,8,100.0,2,2,100.0,14,
2020,22,Thomas Cluckey,thomas-cluckey-1,Toledo,MAC,6,11,12,91.7,5,5,100.0,26,
2020,23,Will Reichard,will-reichard-1,Alabama,SEC,13,84,84,100.0,14,14,100.0,126,
2020,24,Zach Williams,zach-williams-4,North Texas,CUSA,6,6,7,85.7,1,1,100.0,9,
2020,25,Alex Hale,alex-hale-1,Oklahoma State,Big 12,6,18,18,100.0,13,14,92.9,57,
2020,26,Brayden Narveson,brayden-narveson-1,Western Kentucky,CUSA,12,27,27,100.0,13,14,92.9,66,
2020,27,John Hoyland,john-hoyland-1,Wyoming,MWC,6,16,16,100.0,13,14,92.9,55,
2020,28,Matthew Quinn,matthew-quinn-2,UAB,CUSA,9,31,32,96.9,11,12,91.7,64,
2020,29,Anders Carlson,anders-carlson-1,Auburn,SEC,11,24,25,96.0,20,22,90.9,84,
2020,30,Charles Campbell,charles-campbell-3,Indiana,Big Ten,8,25,25,100.0,10,11,90.9,55,
2020,31,Jose Borregales,jose-borregales-1,Miami (FL),ACC,11,37,37,100.0,20,22,90.9,97,AA
2020,32,Seth Keller,seth-keller-1,Texas State,Sun Belt,10,32,33,97.0,8,9,88.9,56,
2020,33,Jonah Dalmas,jonah-dalmas-1,Boise State,MWC,7,30,31,96.8,7,8,87.5,51,
2020,34,Charlie Ham,charlie-ham-1,Duke,ACC,11,30,32,93.8,13,15,86.7,69,
2020,35,Connor Culp,connor-culp-1,Nebraska,Big Ten,8,20,20,100.0,13,15,86.7,59,
2020,36,James Turner,james-turner-2,Louisville,ACC,11,40,40,100.0,13,15,86.7,79,
2020,37,Cade York,cade-york-1,LSU,SEC,10,36,36,100.0,18,21,85.7,90,
2020,38,Jacob Barnes,jacob-barnes-1,Louisiana Tech,CUSA,10,33,33,100.0,12,14,85.7,69,
2020,39,Lucas Havrisik,lucas-havrisik-1,Arizona,Pac-12,5,9,10,90.0,6,7,85.7,27,
2020,40,Matt Ruffolo,matt-ruffolo-1,Kentucky,SEC,10,22,23,95.7,12,14,85.7,58,
2020,41,Nicholas Barr-Mira,nicholas-barr-mira-1,UCLA,Pac-12,7,30,31,96.8,6,7,85.7,48,
2020,42,Harrison Mevis,harrison-mevis-1,Missouri,SEC,10,28,28,100.0,17,20,85.0,79,
2020,43,Hunter Duplessis,hunter-duplessis-1,UTSA,CUSA,12,40,41,97.6,17,20,85.0,91,
2020,44,Chad Ryland,chad-ryland-1,Eastern Michigan,MAC,6,18,19,94.7,11,13,84.6,51,
2020,45,Massimo Biscardi,massimo-biscardi-1,Coastal Carolina,Sun Belt,12,48,52,92.3,11,13,84.6,81,
2020,46,Seth Small,seth-small-1,Texas A&M,SEC,10,41,42,97.6,11,13,84.6,74,
2020,47,Brandon Ruiz,brandon-ruiz-1,Mississippi State,SEC,10,24,24,100.0,10,12,83.3,54,
2020,48,Brandon Talton,brandon-talton-1,Nevada,MWC,9,28,31,90.3,15,18,83.3,73,
2020,49,Daniel Gutierrez,daniel-gutierrez-1,Nevada-Las Vegas,MWC,6,11,12,91.7,5,6,83.3,26,
2020,50,Nick Sciba,nick-sciba-1,Wake Forest,ACC,8,31,31,100.0,14,17,82.4,73,
2020,51,Andre Szmyt,andre-szmyt-1,Syracuse,ACC,10,23,24,95.8,9,11,81.8,50,
2020,52,Matthew Mercurio,matthew-mercurio-1,San Jose State,MWC,8,26,26,100.0,9,11,81.8,53,
2020,53,Valentino Ambrosio,valentino-ambrosio-1,Rutgers,Big Ten,6,15,16,93.8,9,11,81.8,42,
2020,54,Jack Podlesny,jack-podlesny-1,Georgia,SEC,10,38,38,100.0,13,16,81.3,77,
2020,55,Noel Ruiz,noel-ruiz-1,Georgia State,Sun Belt,9,33,35,94.3,13,16,81.3,72,
2020,56,Chris Naggar,chris-naggar-1,SMU,American,10,43,46,93.5,17,21,81.0,94,
2020,57,Aaron Boumerhi,aaron-boumerhi-1,Boston College,ACC,10,30,30,100.0,16,20,80.0,78,
2020,58,Dalton Witherspoon,dalton-witherspoon-1,Houston,American,7,20,20,100.0,8,10,80.0,44,
2020,59,Dario Longhetto,dario-longhetto-1,California,Pac-12,4,9,10,90.0,4,5,80.0,21,
2020,60,Vladmir Rivas,vladmir-rivas-1,Florida Atlantic,CUSA,9,20,21,95.2,8,10,80.0,44,
2020,61,Zack Long,zack-long-1,Tulsa,American,9,25,26,96.2,12,15,80.0,61,
2020,62,Alex Kessman,alex-kessman-1,Pitt,ACC,11,31,32,96.9,23,29,79.3,100,
2020,63,B.T. Potter,bt-potter-1,Clemson,ACC,12,61,62,98.4,18,23,78.3,115,
2020,64,J.D. Dillinger,jd-dillinger-1,Purdue,Big Ten,6,20,20,100.0,7,9,77.8,41,
2020,65,John Richardson,john-richardson-1,Northern Illinois,MAC,6,14,14,100.0,7,9,77.8,35,
2020,66,Keith Duncan,keith-duncan-1,Iowa,Big Ten,8,26,26,100.0,14,18,77.8,68,
2020,67,Evan McPherson,evan-mcpherson-1,Florida,SEC,11,52,52,100.0,17,22,77.3,103,
2020,68,Brian Delaney,brian-delaney-1,Virginia,ACC,10,35,36,97.2,10,13,76.9,65,
2020,69,Brian Johnson,brian-johnson-11,Virginia Tech,ACC,11,34,34,100.0,20,26,76.9,94,
2020,70,Gabe Brkic,gabe-brkic-1,Oklahoma,Big 12,10,49,49,100.0,20,26,76.9,109,
2020,71,Diego Guajardo,diego-guajardo-1,South Alabama,Sun Belt,11,24,25,96.0,13,17,76.5,63,
2020,72,Briggs Bourgeois,briggs-bourgeois-1,Southern Mississippi,CUSA,10,29,29,100.0,12,16,75.0,65,
2020,73,Charlie Kuhbander,charlie-kuhbander-1,Northwestern,Big Ten,9,27,27,100.0,9,12,75.0,54,
2020,74,Chase Gabriel,chase-gabriel-1,Florida International,CUSA,5,11,12,91.7,3,4,75.0,20,
2020,75,Collin Riccitelli,collin-riccitelli-1,Rice,CUSA,5,10,11,90.9,9,12,75.0,37,
2020,76,Evan Price,evan-price-1,Colorado,Pac-12,6,16,16,100.0,6,8,75.0,34,
2020,77,Henry Beckett,henry-beckett-1,Miami (OH),MAC,3,11,11,100.0,3,4,75.0,20,
2020,78,Landon Salyers,landon-salyers-1,Army,Ind,12,23,26,88.5,3,4,75.0,32,
2020,79,Matt Coghlin,matt-coghlin-1,Michigan State,Big Ten,7,13,13,100.0,9,12,75.0,40,
2020,80,Tyler Sumpter,tyler-sumpter-1,West Virginia,Big 12,9,1,1,100.0,3,4,75.0,10,
2020,81,Tyler Sumpter,tyler-sumpter-2,West Virginia,Big 12,9,1,1,100.0,3,4,75.0,10,
2020,82,Jonathan Garibay,jonathan-garibay-1,Texas Tech,Big 12,5,6,7,85.7,8,11,72.7,30,
2020,83,Alex Raynor,alex-raynor-1,Georgia Southern,Sun Belt,13,40,41,97.6,18,25,72.0,94,
2020,84,Blake Haubeil,blake-haubeil-1,Ohio State,Big Ten,5,24,24,100.0,5,7,71.4,39,
2020,85,Cameron Dicker,cameron-dicker-2,Texas,Big 12,10,50,51,98.0,15,21,71.4,95,
2020,86,Casey Legg,casey-legg-1,West Virginia,Big 12,7,9,9,100.0,5,7,71.4,24,
2020,87,Collin Larsh,collin-larsh-1,Wisconsin,Big Ten,7,23,23,100.0,5,7,71.4,38,
2020,88,Everett Hayes,everett-hayes-1,Oregon State,Pac-12,7,19,19,100.0,5,7,71.4,34,
2020,89,Jared Sackett,jared-sackett-1,South Florida,American,6,10,10,100.0,5,7,71.4,25,
2020,90,Matt Araiza,matt-araiza-1,San Diego State,MWC,8,23,24,95.8,10,14,71.4,53,
2020,91,Nate Needham,nate-needham-2,Bowling Green,MAC,5,6,6,100.0,5,7,71.4,21,
2020,92,Blake Lynch,blake-lynch-2,Kansas State,Big 12,9,30,30,100.0,12,17,70.6,66,
2020,93,Christopher Dunn,christopher-dunn-1,North Carolina State,ACC,12,43,43,100.0,12,17,70.6,79,
2020,94,Daniel Obarski,daniel-obarski-1,UCF,American,10,46,49,93.9,12,17,70.6,82,
2020,95,Griffin Kell,griffin-kell-1,Texas Christian,Big 12,10,36,37,97.3,12,17,70.6,72,
2020,96,Cole Smith,cole-smith-2,Cincinnati,American,10,48,50,96.0,7,10,70.0,69,
2020,97,Shane Ciucci,shane-ciucci-1,Marshall,CUSA,9,36,36,100.0,7,10,70.0,57,
2020,98,Jake Pinegar,jake-pinegar-1,Penn State,Big Ten,9,27,28,96.4,9,13,69.2,54,
2020,99,Parker Lewis,parker-lewis-1,USC,Pac-12,6,23,23,100.0,9,13,69.2,50,
2020,100,Chandler Staton,chandler-staton-1,Appalachian State,Sun Belt,12,51,52,98.1,13,19,68.4,90,
2020,101,Connor Assalley,connor-assalley-1,Iowa State,Big 12,12,48,49,98.0,13,19,68.4,87,
2020,102,Riley Patterson,riley-patterson-1,Memphis,American,11,36,37,97.3,15,22,68.2,81,
2020,103,Anders Gelecinskyj,anders-gelecinskyj-1,Minnesota,Big Ten,2,5,5,100.0,2,3,66.7,11,
2020,104,Brock Walker,brock-walker-1,Minnesota,Big Ten,4,12,14,85.7,2,3,66.7,18,
2020,105,Cory Smigel,cory-smigel-1,Akron,MAC,6,13,13,100.0,4,6,66.7,25,
2020,106,Evan Staley,evan-staley-1,West Virginia,Big 12,6,19,19,100.0,6,9,66.7,37,
2020,107,Evan Staley,evan-staley-2,West Virginia,Big 12,6,19,19,100.0,6,9,66.7,37,
2020,108,Gavin Stewart,gavin-stewart-1,Georgia Tech,ACC,8,22,24,91.7,2,3,66.7,28,
2020,109,Grayson Atkins,grayson-atkins-1,North Carolina,ACC,12,63,63,100.0,12,18,66.7,99,
2020,110,Jack Knight,jack-knight-1,Ball State,MAC,7,20,22,90.9,8,12,66.7,44,
2020,111,Jacob Borcila,jacob-borcila-1,Kansas,Big 12,9,10,10,100.0,6,9,66.7,28,
2020,112,Jacob Lewis,jacob-lewis-2,Ball State,MAC,8,8,9,88.9,2,3,66.7,14,
2020,113,Jake Verity,jake-verity-1,East Carolina,American,9,30,31,96.8,14,21,66.7,72,
2020,114,John Mayers,john-mayers-1,Baylor,Big 12,9,22,22,100.0,10,15,66.7,52,
2020,115,Matthew Trickett,matthew-trickett-1,Kent State,MAC,3,22,22,100.0,4,6,66.7,34,
2020,116,Peyton Henry,peyton-henry-1,Washington,Pac-12,4,13,14,92.9,6,9,66.7,31,
2020,117,Quinn Maretzki,quinn-maretzki-1,Army,Ind,8,15,15,100.0,4,6,66.7,27,
2020,118,Spencer Shrader,spencer-shrader-1,South Florida,American,8,11,12,91.7,4,6,66.7,23,
2020,119,Will Mobley,will-mobley-1,Temple,American,4,7,8,87.5,4,6,66.7,19,
2020,120,Jonathan Doerer,jonathan-doerer-1,Notre Dame,ACC,12,48,48,100.0,15,23,65.2,93,
2020,121,Alex Barbir,alex-barbir-1,Liberty,Ind,11,50,52,96.2,13,20,65.0,89,
2020,122,AJ Reed,aj-reed-1,Arkansas,SEC,9,27,29,93.1,7,11,63.6,48,
2020,123,Jet Toner,jet-toner-1,Stanford,Pac-12,6,17,18,94.4,7,11,63.6,38,
2020,124,Evan Legassey,evan-legassey-1,Troy,Sun Belt,11,34,35,97.1,13,21,61.9,73,
2020,125,Blake Grupe,blake-grupe-1,Arkansas State,Sun Belt,11,43,45,95.6,11,18,61.1,76,
2020,126,Bijan Nichols,bijan-nichols-1,Navy,American,9,16,18,88.9,6,10,60.0,34,
2020,127,James McCourt,james-mccourt-1,Illinois,Big Ten,6,15,15,100.0,6,10,60.0,33,
2020,128,Luke Logan,luke-logan-1,Ole Miss,SEC,10,45,48,93.8,6,10,60.0,63,
2020,129,Merek Glover,merek-glover-1,Tulane,American,12,51,52,98.1,9,15,60.0,78,
2020,130,Parker White,parker-white-2,South Carolina,SEC,10,26,27,96.3,11,19,57.9,59,
2020,131,Jonathan Cruz,jonathan-cruz-1,Charlotte,CUSA,6,18,18,100.0,4,7,57.1,30,
2020,132,Joseph Petrino,joseph-petrino-1,Maryland,Big Ten,5,14,14,100.0,4,7,57.1,26,
2020,133,Matthew Shipley,matthew-shipley-1,Hawaii,MWC,9,26,26,100.0,8,14,57.1,50,
2020,134,Parker Grothaus,parker-grothaus-1,Florida State,ACC,9,14,14,100.0,4,7,57.1,26,
2020,135,Robert Liss,robert-liss-1,Colorado State,MWC,4,11,11,100.0,4,7,57.1,23,
2020,136,Robert Liss,robert-liss-2,Colorado State,MWC,4,11,11,100.0,4,7,57.1,23,
2020,137,Ryan Fitzgerald,ryan-fitzgerald-1,Florida State,ACC,5,12,12,100.0,4,7,57.1,24,
2020,138,Thiago Kapps,thiago-kapps-1,Western Michigan,MAC,5,23,26,88.5,4,7,57.1,35,
2020,139,Brady Pohl,brady-pohl-1,Oklahoma State,Big 12,6,17,19,89.5,5,9,55.6,32,
2020,140,Brent Cimaglia,brent-cimaglia-1,Tennessee,SEC,8,19,20,95.0,5,9,55.6,34,
2020,141,Gavin Baechle,gavin-baechle-1,UTEP,CUSA,8,23,23,100.0,5,9,55.6,38,
2020,142,Tevye Schuettpelz-Rohl,tevye-schuettpelz-rohl-1,Air Force,MWC,6,15,15,100.0,5,9,55.6,30,
2020,143,George Steinkamp,george-steinkamp-1,New Mexico,MWC,4,8,8,100.0,6,11,54.5,26,
2020,144,Crews Holt,crews-holt-1,Middle Tennessee State,CUSA,9,23,23,100.0,7,13,53.8,44,
2020,145,Cristian Zendejas,cristian-zendejas-1,Arizona State,Pac-12,4,9,9,100.0,2,4,50.0,15,
2020,146,Dominic DiMaccio,dominic-dimaccio-1,Ohio State,Big Ten,5,3,3,100.0,1,2,50.0,6,
2020,147,Ethan Mooney,ethan-mooney-1,North Texas,CUSA,9,38,38,100.0,7,14,50.0,59,
2020,148,Gavin Peddie,gavin-peddie-1,Western Michigan,MAC,2,8,8,100.0,1,2,50.0,11,
2020,149,Jake Seibert,jake-seibert-1,Ohio State,Big Ten,3,16,16,100.0,1,2,50.0,19,
2020,150,Jeremy Martin,jeremy-martin-1,Massachusetts,Ind,2,1,1,100.0,1,2,50.0,4,
2020,151,Nate Snyder,nate-snyder-1,Louisiana,Sun Belt,11,21,23,91.3,5,10,50.0,36,
2020,152,Pierson Cooke,pierson-cooke-1,Vanderbilt,SEC,8,9,9,100.0,4,9,44.4,21,
2020,153,Davis Hughes,davis-hughes-1,Louisiana-Monroe,Sun Belt,8,13,16,81.3,2,5,40.0,19,
2020,154,Evan Davis,evan-davis-2,Toledo,MAC,2,11,11,100.0,2,5,40.0,17,
2020,155,Jordan Stout,jordan-stout-2,Penn State,Big Ten,9,0,0,,2,5,40.0,6,
2020,156,Quinn Nordin,quinn-nordin-1,Michigan,Big Ten,4,12,12,100.0,2,5,40.0,18,
2020,157,Alan Orona,alan-orona-1,Texas State,Sun Belt,3,9,10,90.0,1,3,33.3,12,
2020,158,Tristian Vandenberg,tristian-vandenberg-1,Ohio,MAC,3,12,13,92.3,2,6,33.3,18,
2020,159,Alex McNulty,alex-mcnulty-1,Buffalo,MAC,7,42,42,100.0,1,4,25.0,45,
2020,160,Camden Lewis,camden-lewis-1,Oregon,Pac-12,6,15,15,100.0,1,4,25.0,18,
2020,161,Jake Moody,jake-moody-1,Michigan,Big Ten,6,9,9,100.0,1,4,25.0,12,
2020,162,Jude Kelley,jude-kelley-1,Georgia Tech,ACC,5,4,5,80.0,1,5,20.0,7,
2020,163,Trey Wolff,trey-wolff-1,Texas Tech,Big 12,7,26,27,96.3,1,5,20.0,29,
2020,164,Andrew Shelley,andrew-shelley-1,New Mexico,MWC,2,0,0,,0,1,0.0,0,
2020,165,Caleb Shudak,caleb-shudak-1,Iowa,Big Ten,8,0,0,,0,1,0.0,0,
2020,166,Cameron Carson,cameron-carson-1,Massachusetts,Ind,4,0,0,,0,1,0.0,0,
2020,167,Jack Van Dyke,jack-van-dyke-1,Wisconsin,Big Ten,7,0,0,,0,1,0.0,0,
2020,168,James Stefanou,james-stefanou-1,Colorado,Pac-12,1,5,5,100.0,0,2,0.0,5,
2020,169,Kyle Ramsey,kyle-ramsey-1,Houston,American,2,8,8,100.0,0,1,0.0,8,
2020,170,Noah Rauschenberg,noah-rauschenberg-1,Baylor,Big 12,8,0,0,,0,1,0.0,0,
2020,171,Tyler Tipton,tyler-tipton-2,Tulsa,American,2,1,1,100.0,0,1,0.0,1,
2020,172,Aidan Swanson,aidan-swanson-1,Clemson,ACC,3,2,2,100.0,0,0,,2,
2020,173,Anth Rodriguez,anth-rodriguez-1,Air Force,MWC,3,2,2,100.0,0,0,,2,
2020,174,Ben Freehill,ben-freehill-1,Oklahoma State,Big 12,1,1,2,50.0,0,0,,1,
2020,175,Ben Sauls,ben-sauls-1,Pitt,ACC,1,1,1,100.0,0,0,,1,
2020,176,Camden Price,camden-price-1,Miami (FL),ACC,1,1,1,100.0,0,0,,1,
2020,177,Casey Griffith,casey-griffith-1,Ole Miss,SEC,1,1,1,100.0,0,0,,1,
2020,178,Dawson Goepferich,dawson-goepferich-1,Notre Dame,ACC,2,2,2,100.0,0,0,,2,
2020,179,D.J. Wellons,dj-wellons-1,Toledo,MAC,1,1,1,100.0,0,0,,1,
2020,180,Jace Christman,jace-christman-1,Mississippi State,SEC,3,5,5,100.0,0,0,,5,
2020,181,Jack Crane,jack-crane-1,Wake Forest,ACC,9,7,7,100.0,0,0,,7,
2020,182,Jackson Baltar,jackson-baltar-1,Buffalo,MAC,2,1,1,100.0,0,0,,1,
2020,183,Jason Stricker,jason-stricker-1,Liberty,Ind,1,1,2,50.0,0,0,,1,
2020,184,Jonah Fortkamp,jonah-fortkamp-1,Ohio,MAC,1,1,1,100.0,0,0,,1,
2020,185,Jonathan Weitz,jonathan-weitz-1,Clemson,ACC,1,1,1,100.0,0,0,,1,
2020,186,Justen Smith,justen-smith-1,BYU,Ind,1,3,4,75.0,0,0,,3,
2020,187,Kenny Scribner,kenny-scribner-1,South Florida,American,6,2,2,100.0,0,0,,2,
2020,188,Kieran Colahan,kieran-colahan-1,Coastal Carolina,Sun Belt,1,1,1,100.0,0,0,,1,
2020,189,Mac Dalena,mac-dalena-1,Fresno State,MWC,6,2,4,50.0,0,0,,2,
2020,190,Michael Lantz,michael-lantz-1,Minnesota,Big Ten,3,6,7,85.7,0,0,,6,
2020,191,Nels Haltom,nels-haltom-1,Utah State,MWC,3,2,3,66.7,0,0,,2,
2020,192,Noah Ruggles,noah-ruggles-1,North Carolina,ACC,1,1,1,100.0,0,0,,1,
2020,193,Sarah Fuller,sarah-fuller-1,Vanderbilt,SEC,2,2,2,100.0,0,0,,2,
2020,194,Seth Phillis,seth-phillis-1,Kent State,MAC,1,3,4,75.0,0,0,,3,
2020,195,Toby Wilson,toby-wilson-1,Tennessee,SEC,2,7,8,87.5,0,0,,7,
2020,196,Trey Finison,trey-finison-1,Northwestern,Big Ten,1,0,1,0.0,0,0,,0,
2020,197,Wes Farley,wes-farley-1,Vanderbilt,SEC,3,6,6,100.0,0,0,,6,
2020,198,Zach Elder,zach-elder-1,Louisiana-Monroe,Sun Belt,2,2,4,50.0,0,0,,2,
2020,,League Average,,,,,,,97.0,,,73.3,,
2021,1,Abraham Montano,abraham-montano-1,Fresno State,MWC,5,14,14,100.0,5,5,100.0,29,
2021,2,Alex Stadthaus,alex-stadthaus-1,USC,Pac-12,7,11,11,100.0,6,6,100.0,29,
2021,3,Bobby Noel,bobby-noel-1,Tulane,American,1,0,0,,1,1,100.0,3,
2021,4,Britton Williams,britton-williams-1,Georgia Southern,Sun Belt,12,3,4,75.0,4,4,100.0,15,
2021,5,Connor Assalley,connor-assalley-1,Iowa State,Big 12,8,15,15,100.0,4,4,100.0,27,
2021,6,Danny Longman,danny-longman-1,Boston College,ACC,12,10,11,90.9,2,2,100.0,16,
2021,7,Everett Ornstein,everett-ornstein-1,UTSA,CUSA,4,0,0,,1,1,100.0,3,
2021,8,Harrison Beattie,harrison-beattie-1,Maryland,Big Ten,2,1,1,100.0,1,1,100.0,4,
2021,9,Jack Martin,jack-martin-3,Alabama,SEC,4,0,0,,1,1,100.0,3,
2021,10,Jackson Baltar,jackson-baltar-1,Buffalo,MAC,10,1,1,100.0,1,1,100.0,4,
2021,11,Kanon Woodill,kanon-woodill-1,Northern Illinois,MAC,2,4,4,100.0,3,3,100.0,13,
2021,12,Kieran Colahan,kieran-colahan-1,Coastal Carolina,Sun Belt,13,7,7,100.0,1,1,100.0,10,
2021,13,Morgan Suarez,morgan-suarez-1,Florida Atlantic,CUSA,3,5,5,100.0,2,2,100.0,11,
2021,14,Nick Lopez,nick-lopez-2,California,Pac-12,2,0,0,,1,1,100.0,3,
2021,15,Quinn Maretzki,quinn-maretzki-1,Army,Ind,4,7,7,100.0,1,1,100.0,10,
2021,16,Ryan Sanborn,ryan-sanborn-1,Stanford,Pac-12,12,0,0,,1,1,100.0,3,
2021,17,Tyler Loop,tyler-loop-1,Arizona,Pac-12,8,12,12,100.0,12,12,100.0,48,
2021,18,Zach Schmit,zach-schmit-1,Oklahoma,Big 12,4,4,4,100.0,1,1,100.0,7,
2021,19,Zack Long,zack-long-1,Tulsa,American,13,35,36,97.2,22,23,95.7,101,
2021,20,Chandler Staton,chandler-staton-1,Appalachian State,Sun Belt,14,57,57,100.0,20,21,95.2,117,
2021,21,Noah Ruggles,noah-ruggles-1,Ohio State,Big Ten,13,74,74,100.0,20,21,95.2,134,
2021,22,Nate Needham,nate-needham-2,Bowling Green,MAC,12,26,27,96.3,19,20,95.0,83,
2021,23,Parker White,parker-white-2,South Carolina,SEC,12,30,30,100.0,16,17,94.1,78,
2021,24,Jonathan Garibay,jonathan-garibay-1,Texas Tech,Big 12,12,49,50,98.0,15,16,93.8,94,
2021,25,Harrison Mevis,harrison-mevis-1,Missouri,SEC,14,42,42,100.0,26,28,92.9,120,
2021,26,Jonah Dalmas,jonah-dalmas-1,Boise State,MWC,12,38,39,97.4,26,28,92.9,116,
2021,27,Jake Moody,jake-moody-1,Michigan,Big Ten,14,56,56,100.0,23,25,92.0,125,AA
2021,28,Nick Sciba,nick-sciba-1,Wake Forest,ACC,14,65,65,100.0,23,25,92.0,134,
2021,29,Connor Lytton,connor-lytton-1,Boston College,ACC,11,25,25,100.0,11,12,91.7,58,
2021,30,Brooks Buce,brooks-buce-2,Troy,Sun Belt,12,32,34,94.1,8,9,88.9,56,
2021,31,Daniel Gutierrez,daniel-gutierrez-1,Nevada-Las Vegas,MWC,12,25,25,100.0,16,18,88.9,73,
2021,32,Massimo Biscardi,massimo-biscardi-1,Coastal Carolina,Sun Belt,10,46,48,95.8,7,8,87.5,67,
2021,33,Andrew Mevis,andrew-mevis-1,Iowa State,Big 12,13,32,32,100.0,20,23,87.0,92,
2021,34,Cameron Dicker,cameron-dicker-2,Texas,Big 12,12,49,50,98.0,13,15,86.7,88,
2021,35,Noel Ruiz,noel-ruiz-1,Georgia State,Sun Belt,13,45,47,95.7,13,15,86.7,84,
2021,36,Chad Ryland,chad-ryland-1,Eastern Michigan,MAC,13,47,47,100.0,19,22,86.4,104,
2021,37,Caleb Shudak,caleb-shudak-1,Iowa,Big Ten,14,36,36,100.0,24,28,85.7,108,
2021,38,Matthew Shipley,matthew-shipley-1,Hawaii,MWC,13,42,42,100.0,18,21,85.7,96,
2021,39,Brendan Farrell,brendan-farrell-1,Virginia,ACC,9,34,34,100.0,11,13,84.6,67,
2021,40,Ethan Mooney,ethan-mooney-1,North Texas,CUSA,12,40,40,100.0,11,13,84.6,73,
2021,41,Spencer Shrader,spencer-shrader-1,South Florida,American,12,35,35,100.0,11,13,84.6,68,
2021,42,Ben Patton,ben-patton-1,Auburn,SEC,4,6,6,100.0,5,6,83.3,21,
2021,43,Cade York,cade-york-1,LSU,SEC,12,39,39,100.0,15,18,83.3,84,
2021,44,Cam Little,cam-little-1,Arkansas,SEC,13,46,46,100.0,20,24,83.3,106,
2021,45,Seth Keller,seth-keller-1,Texas State,Sun Belt,12,32,32,100.0,15,18,83.3,77,
2021,46,Mitchell Fineran,mitchell-fineran-1,Purdue,Big Ten,13,40,42,95.2,24,29,82.8,112,
2021,47,Casey Legg,casey-legg-1,West Virginia,Big 12,12,35,35,100.0,19,23,82.6,92,
2021,48,Grayson Atkins,grayson-atkins-1,North Carolina,ACC,13,52,52,100.0,19,23,82.6,109,
2021,49,Owen Daffer,owen-daffer-1,East Carolina,American,12,39,41,95.1,19,23,82.6,96,
2021,50,Caden Costa,caden-costa-1,Ole Miss,SEC,11,46,48,95.8,14,17,82.4,88,
2021,51,Dean Janikowski,dean-janikowski-1,Washington State,Pac-12,13,42,44,95.5,14,17,82.4,84,
2021,52,John Parker Romo,john-parker-romo-1,Virginia Tech,ACC,13,34,34,100.0,18,22,81.8,88,
2021,53,Nick Mihalic,nick-mihalic-1,Western Michigan,MAC,13,11,14,78.6,9,11,81.8,38,
2021,54,Jack Podlesny,jack-podlesny-1,Georgia,SEC,15,71,72,98.6,22,27,81.5,137,
2021,55,John Richardson,john-richardson-1,Northern Illinois,MAC,13,42,42,100.0,22,27,81.5,108,
2021,56,Seth Small,seth-small-1,Texas A&M,SEC,12,37,37,100.0,22,27,81.5,103,
2021,57,Camden Lewis,camden-lewis-1,Oregon,Pac-12,14,55,56,98.2,13,16,81.3,94,
2021,58,Andres Borregales,andres-borregales-1,Miami (FL),ACC,12,45,45,100.0,17,21,81.0,96,
2021,59,Jacob Barnes,jacob-barnes-1,Louisiana Tech,CUSA,12,39,39,100.0,17,21,81.0,90,
2021,60,Sam Scarton,sam-scarton-1,Pitt,ACC,14,69,72,95.8,17,21,81.0,120,
2021,61,Tanner Brown,tanner-brown-1,Oklahoma State,Big 12,14,36,36,100.0,17,21,81.0,87,
2021,62,B.T. Potter,bt-potter-1,Clemson,ACC,13,38,38,100.0,21,26,80.8,101,
2021,63,Blake Grupe,blake-grupe-1,Arkansas State,Sun Belt,12,31,32,96.9,20,25,80.0,91,
2021,64,Blake Mazza,blake-mazza-1,SMU,American,12,54,57,94.7,12,15,80.0,90,
2021,65,Brayden Beck,brayden-beck-1,Liberty,Ind,9,34,37,91.9,4,5,80.0,46,
2021,66,Cesar R. Silva,cesar-r-silva-1,Fresno State,MWC,10,33,34,97.1,16,20,80.0,81,
2021,67,Hunter Duplessis,hunter-duplessis-1,UTSA,CUSA,14,63,63,100.0,24,30,80.0,135,
2021,68,Kenneth Almendares,kenneth-almendares-1,Louisiana,Sun Belt,4,14,15,93.3,4,5,80.0,26,
2021,69,Matthew Dapore,matthew-dapore-1,Air Force,MWC,10,31,32,96.9,8,10,80.0,55,
2021,70,Brayden Narveson,brayden-narveson-1,Western Kentucky,CUSA,14,72,72,100.0,23,29,79.3,141,
2021,71,Bijan Nichols,bijan-nichols-1,Navy,American,12,28,28,100.0,15,19,78.9,73,
2021,72,Matthew Mercurio,matthew-mercurio-1,San Jose State,MWC,12,27,28,96.4,15,19,78.9,72,
2021,73,Dario Longhetto,dario-longhetto-1,California,Pac-12,11,31,31,100.0,11,14,78.6,64,
